cat_id,Cat_sex,neuroticism,energy_level,affection,child_friendly,pet_friendly,vocal,trainability,grooming,independence,dominance,sex_Female,sex_Male,sex_Unknown,cat_name,cat_breed
CAT_00876,Male,4,6,6,4,7,5,6,4,4,2,0,1,0,Hunter,Abyssinian
CAT_00877,Male,3,3,6,5,4,4,4,4,4,3,0,1,0,Finn,Maine Coon
CAT_00878,Female,3,4,5,4,4,1,5,4,4,2,1,0,0,Piper,Singapura
CAT_00879,Male,6,4,5,4,3,5,5,4,4,2,0,1,0,Thane,Russian Blue
CAT_00880,Female,2,4,7,6,5,5,4,4,4,2,1,0,0,Lola,Burmese
CAT_00881,Male,2,4,6,6,5,5,5,6,6,2,0,1,0,Bruno,British Shorthair
CAT_00882,Female,5,5,3,4,7,5,4,3,5,3,1,0,0,Whiskers,Korat
CAT_00883,Female,5,6,5,4,1,3,5,3,6,5,1,0,0,Onyx,Abyssinian
CAT_00884,Male,5,5,6,4,4,7,5,4,3,6,0,1,0,Loki,Siamese
CAT_00885,Male,3,2,4,4,2,4,4,4,6,5,0,1,0,Miko,Maine Coon
CAT_00886,Male,4,5,2,5,5,6,6,5,6,6,0,1,0,Kaiser,Russian Blue
CAT_00887,Female,4,6,4,4,3,5,4,3,4,4,1,0,0,Zara,Oriental Shorthair
CAT_00888,Male,2,2,7,6,4,5,2,4,4,4,0,1,0,Jasper,Ragdoll
CAT_00889,Female,2,4,7,6,6,5,1,2,3,1,1,0,0,Luna,Persian
CAT_00890,Male,2,4,6,5,3,7,6,5,5,5,0,1,0,Thane,Norwegian Forest Cat
CAT_00891,Male,2,5,6,6,4,6,7,6,4,5,0,1,0,Max,Abyssinian
CAT_00892,Female,4,7,3,6,5,7,6,6,4,2,1,0,0,Whirlwind,Ocicat
CAT_00893,Male,7,3,4,5,2,3,6,4,6,5,0,1,0,Mumbles,British Shorthair
CAT_00894,Male,3,3,4,7,1,6,6,6,4,7,0,1,0,Duke,Maine Coon
CAT_00895,Male,7,2,1,1,1,1,1,1,4,7,0,1,0,Grinch,Sphynx
CAT_00896,Female,3,3,3,3,1,5,4,2,6,6,1,0,0,Sassy,Cymric
CAT_00897,Male,6,6,4,7,1,4,7,7,4,5,0,1,0,Blaze,Abyssinian
CAT_00898,Female,2,4,6,6,5,3,4,4,4,4,1,0,0,Luna,British Longhair
CAT_00899,Female,6,2,4,4,5,1,4,2,4,1,1,0,0,Pixie,Devon Rex
CAT_00900,Female,2,6,5,6,6,5,4,4,4,3,1,0,0,Dakota,Bengal
CAT_00901,Female,4,2,4,6,3,6,6,6,6,3,1,0,0,Luna,British Longhair
CAT_00902,Female,3,4,6,5,3,5,4,4,5,4,1,0,0,Akira,Balinese
CAT_00903,Female,5,4,4,4,6,4,4,4,5,3,1,0,0,Kiska,Maine Coon
CAT_00904,Female,4,4,4,4,3,5,4,4,4,3,1,0,0,Mochi,British Shorthair
CAT_00905,Male,4,5,6,4,5,6,5,4,4,5,0,1,0,Blaze,Abyssinian
CAT_00906,Female,7,4,6,6,1,7,5,5,5,1,1,0,0,Onyx,Sphynx
CAT_00907,Female,1,6,7,6,7,7,4,4,7,1,1,0,0,Sassy,Singapura
CAT_00908,Male,4,3,6,6,4,6,6,6,4,4,0,1,0,Finn,Norwegian Forest Cat
CAT_00909,Female,6,4,2,6,4,1,4,4,6,1,1,0,0,Xanthe,Ragdoll
CAT_00910,Male,5,6,2,4,1,7,4,4,2,2,0,1,0,Thane,Savannah
CAT_00911,Male,1,2,6,6,2,5,4,4,4,4,0,1,0,Miko,Abyssinian
CAT_00912,Female,3,5,7,4,3,6,4,4,4,4,1,0,0,Lola,Balinese
CAT_00913,Male,1,6,6,4,5,6,2,2,6,1,0,1,0,Jasper,Abyssinian
CAT_00914,Male,2,5,6,6,3,6,4,5,4,4,0,1,0,Thane,British Shorthair
CAT_00915,Female,6,5,5,2,2,7,4,2,6,6,1,0,0,Raven,Sphynx
CAT_00916,Male,7,6,2,4,5,4,7,4,6,3,0,1,0,Axel,Devon Rex
CAT_00917,Female,1,7,7,7,1,4,4,6,4,7,1,0,0,Zelda,Russian Blue
CAT_00918,Female,5,4,6,2,1,4,6,4,4,4,1,0,0,Onyx,Norwegian Forest Cat
CAT_00919,Female,2,5,6,5,5,6,5,4,5,3,1,0,0,Willow,Maine Coon
CAT_00920,Male,4,6,6,5,2,7,6,4,2,4,0,1,0,Bronson,Ocicat
CAT_00921,Female,3,5,6,5,5,5,5,5,4,3,1,0,0,Luna,Abyssinian
CAT_00922,Male,6,4,5,4,6,5,4,4,4,2,0,1,0,Jasper,British Shorthair
CAT_00923,Male,1,2,7,4,3,4,4,6,4,4,0,1,0,Mochi,Ragdoll
CAT_00924,Female,4,5,6,5,1,7,5,4,4,1,1,0,0,Sassy,Siamese
CAT_00925,Male,1,5,7,7,2,7,7,7,5,1,0,1,0,Apollo,Maine Coon
CAT_00926,Male,3,4,6,6,5,7,6,5,4,5,0,1,0,Hunter,Norwegian Forest Cat
CAT_00927,Male,2,5,2,4,2,7,2,3,6,3,0,1,0,Loki,Korat
CAT_00928,Male,2,4,6,4,2,7,6,6,4,6,0,1,0,Onyx,Siberian
CAT_00929,Male,1,5,6,5,4,7,4,4,6,3,0,1,0,Thane,Tonkinese
CAT_00930,Male,1,4,7,7,4,4,7,7,6,4,0,1,0,Atlas,Bengal
CAT_00931,Male,5,5,6,4,2,7,5,3,4,4,0,1,0,Riot,Abyssinian
CAT_00932,Female,2,4,6,6,5,7,5,6,5,3,1,0,0,Luna,Ragdoll
CAT_00933,Male,2,6,6,6,5,6,6,5,4,4,0,1,0,Jasper,Bengal
CAT_00934,Male,2,5,6,6,4,6,6,6,6,4,0,1,0,Maverick,Siberian
CAT_00935,Female,2,4,6,4,1,7,4,3,6,3,1,0,0,Onyx,Sphynx
CAT_00936,Female,4,6,5,3,1,7,4,2,6,3,1,0,0,Ripley,Devon Rex
CAT_00937,Female,2,4,7,7,5,7,6,6,4,1,1,0,0,Sugar,Maine Coon
CAT_00938,Female,4,4,6,6,2,6,5,6,6,1,1,0,0,Piper,Norwegian Forest Cat
CAT_00939,Male,6,5,6,6,7,7,6,4,4,1,0,1,0,Blaze,Russian Blue
CAT_00940,Male,4,6,5,4,3,7,5,4,5,5,0,1,0,Thane,Ocicat
CAT_00941,Male,2,4,5,5,4,6,6,5,4,3,0,1,0,Rufus,British Shorthair
CAT_00942,Male,7,4,4,6,1,4,6,5,6,1,0,1,0,Bruiser,Ocicat
CAT_00943,Male,6,3,5,6,4,7,6,4,4,5,0,1,0,Maximilian,Norwegian Forest Cat
CAT_00944,Female,2,6,7,7,7,3,7,7,6,2,1,0,0,Luna,Ragdoll
CAT_00945,Male,4,3,4,4,5,4,4,4,4,4,0,1,0,Jasper,Domestic Shorthair
CAT_00946,Male,4,4,5,4,3,6,6,4,4,3,0,1,0,Leo,American Bobtail
CAT_00947,Female,2,5,6,5,2,7,6,5,6,6,1,0,0,Onyx,Sphynx
CAT_00948,Female,1,6,6,4,4,5,4,4,4,2,1,0,0,Dakota,Abyssinian
CAT_00949,Female,4,5,7,6,4,7,6,5,5,3,1,0,0,Astrid,Maine Coon
CAT_00950,Female,4,5,6,6,4,7,6,5,4,3,1,0,0,Freya,Siberian
CAT_00951,Male,4,3,4,3,2,6,6,3,5,6,0,1,0,Rufus,Abyssinian
CAT_00952,Male,5,4,5,4,2,6,4,4,4,4,0,1,0,Jasper,Korat
CAT_00953,Male,2,4,6,4,1,7,4,4,5,7,0,1,0,Maxim,Siamese
CAT_00954,Male,2,3,5,7,4,4,4,4,4,3,0,1,0,Casper,British Shorthair
CAT_00955,Female,2,5,7,7,5,7,6,6,5,2,1,0,0,Luna,Ragdoll
CAT_00956,Male,2,5,6,4,5,7,6,4,4,2,0,1,0,Hunter,Abyssinian
CAT_00957,Male,3,5,6,4,4,6,4,3,5,3,0,1,0,Rocky,American Bobtail
CAT_00958,Female,4,5,6,4,4,5,5,5,4,5,1,0,0,Onyx,Ocicat
CAT_00959,Female,3,4,6,4,1,2,4,3,6,3,1,0,0,Lola,Norwegian Forest Cat
CAT_00960,Unknown,2,6,7,6,7,7,6,6,4,3,0,0,1,Zeus,Savannah
CAT_00961,Male,2,6,6,4,5,7,5,3,4,3,0,1,0,Bruno,Abyssinian
CAT_00962,Female,5,4,4,3,3,5,5,4,4,2,1,0,0,Whiskers,British Longhair
CAT_00963,Female,3,5,6,6,1,6,6,6,4,3,1,0,0,Luna,Maine Coon
CAT_00964,Male,1,4,7,5,1,7,6,5,6,6,0,1,0,Maximilian,Ragdoll
CAT_00965,Female,1,5,6,6,6,5,7,6,4,4,1,0,0,Astrid,Siamese
CAT_00966,Female,1,5,6,6,3,2,6,6,4,2,1,0,0,Lila,Norwegian Forest Cat
CAT_00967,Male,2,5,6,6,3,7,6,6,6,3,0,1,0,Jasper,Abyssinian
CAT_00968,Unknown,2,5,6,6,1,7,6,6,4,4,0,0,1,Onyx,Ocicat
CAT_00969,Male,2,4,4,6,4,7,6,7,4,3,0,1,0,Caspian,British Shorthair
CAT_00970,Female,2,7,6,2,1,5,5,2,4,6,1,0,0,Zephyr,Egyptian Mau
CAT_00971,Male,4,5,6,5,3,7,5,4,4,3,0,1,0,Riot,Abyssinian
CAT_00972,Female,4,5,4,4,2,7,4,4,6,4,1,0,0,Luna,British Shorthair
CAT_00973,Female,4,4,6,3,3,7,3,3,4,2,1,0,0,Whisper,Ragdoll
CAT_00974,Male,3,4,6,4,4,4,4,4,4,2,0,1,0,Jasper,Maine Coon
CAT_00975,Female,3,3,4,4,4,5,3,4,6,3,1,0,0,Mochi,Siberian
CAT_00976,Female,1,6,7,7,1,7,7,7,4,1,1,0,0,Sparkles,Abyssinian
CAT_00977,Female,4,4,4,6,1,5,6,6,5,4,1,0,0,Piper,Ocicat
CAT_00978,Male,6,3,4,3,2,3,4,3,4,4,0,1,0,Brutus,Norwegian Forest Cat
CAT_00979,Male,6,5,6,5,3,7,6,4,5,2,0,1,0,Maverick,Bengal
CAT_00980,Male,3,5,7,6,7,7,6,5,6,2,0,1,0,Apollo,Savannah
CAT_00981,Male,2,5,2,4,1,5,6,5,4,6,0,1,0,Ranger,Abyssinian
CAT_00982,Female,5,5,6,3,1,6,2,2,3,2,1,0,0,Onyx,Burmese
CAT_00983,Male,1,5,7,6,5,7,5,4,4,4,0,1,0,Apollo,Maine Coon
CAT_00984,Male,1,5,7,6,4,7,6,6,4,3,0,1,0,Maverick,Norwegian Forest Cat
CAT_00985,Male,2,4,4,4,1,3,4,3,5,6,0,1,0,Bronson,British Shorthair
CAT_00986,Female,2,2,7,6,1,7,6,5,3,2,1,0,0,Luna,Ragdoll
CAT_00987,Male,4,3,3,7,5,7,6,6,4,2,0,1,0,Jasper,Siberian
CAT_00988,Male,2,4,5,6,2,5,6,6,4,4,0,1,0,Finn,Bengal
CAT_00989,Male,1,5,6,6,7,5,6,6,4,1,0,1,0,Atlas,Ocicat
CAT_00990,Female,2,6,7,7,7,7,6,6,4,2,1,0,0,Aurora,Savannah
CAT_00991,Male,4,6,4,4,6,6,3,3,6,5,0,1,0,Riot,Abyssinian
CAT_00992,Male,4,5,7,4,5,7,5,4,6,6,0,1,0,Blaze,Bengal
CAT_00993,Male,3,6,7,6,6,7,4,4,4,4,0,1,0,Jasper,Abyssinian
CAT_00994,Female,2,5,5,7,5,1,6,6,4,4,1,0,0,Luna,British Longhair
CAT_00995,Male,2,4,7,6,7,6,4,4,4,3,0,1,0,Gatsby,Ragdoll
CAT_00996,Female,1,6,4,3,4,7,5,4,4,2,1,0,0,Onyx,Sphynx
CAT_00997,Male,6,2,6,4,4,1,3,3,3,4,0,1,0,Mochi,British Shorthair
CAT_00998,Female,2,5,7,6,6,2,6,6,6,3,1,0,0,Lola,Ragdoll
CAT_00999,Female,2,5,5,6,3,4,6,6,4,3,1,0,0,Sable,Birman
CAT_01000,Female,1,5,7,7,7,1,4,4,4,1,1,0,0,Aurora,Maine Coon
CAT_01001,Male,2,4,6,6,4,5,5,4,4,2,0,1,0,Baxter,Abyssinian
CAT_01002,Male,6,5,6,5,5,7,6,6,4,3,0,1,0,Riot,Siamese
CAT_01003,Male,5,6,5,6,1,4,7,6,4,7,0,1,0,Blaze,Abyssinian
CAT_01004,Male,2,5,6,6,3,5,6,6,5,2,0,1,0,Jasper,British Shorthair
CAT_01005,Male,2,6,7,5,2,7,4,4,6,3,0,1,0,Maverick,Bengal
CAT_01006,Female,4,4,2,6,6,7,7,6,6,3,1,0,0,Onyx,Sphynx
CAT_01007,Female,2,4,4,4,2,5,4,4,6,5,1,0,0,Luna,Ocicat
CAT_01008,Male,3,6,6,3,2,7,6,4,4,6,0,1,0,Thane,Savannah
CAT_01009,Male,4,4,4,1,1,5,4,1,4,5,0,1,0,Gatsby,Russian Blue
CAT_01010,Male,4,6,3,1,1,3,4,2,5,1,0,1,0,Ranger,Norwegian Forest Cat
CAT_01011,Female,2,6,4,5,1,7,6,4,6,6,1,0,0,Luna,Abyssinian
CAT_01012,Male,2,5,6,6,3,7,6,5,4,4,0,1,0,Jasper,British Shorthair
CAT_01013,Female,6,6,6,4,1,6,4,1,5,3,1,0,0,Onyx,Siamese
CAT_01014,Male,1,4,6,6,1,7,4,3,6,6,0,1,0,Titan,Norwegian Forest Cat
CAT_01015,Female,3,6,6,5,2,6,6,5,4,6,1,0,0,Akira,Burmese
CAT_01016,Female,4,4,5,5,4,6,4,4,6,4,1,0,0,Mochi,Russian Blue
CAT_01017,Male,4,3,5,5,3,7,6,6,6,3,0,1,0,Boris,Maine Coon
CAT_01018,Female,1,5,7,6,4,7,6,5,4,3,1,0,0,Lola,Tonkinese
CAT_01019,Male,3,5,5,4,3,7,4,4,4,4,0,1,0,Kai,American Shorthair
CAT_01020,Female,3,2,6,4,2,6,6,4,3,4,1,0,0,Willow,British Longhair
CAT_01021,Female,6,3,2,4,7,5,6,4,4,2,1,0,0,Luna,British Shorthair
CAT_01022,Male,2,3,6,7,5,2,5,5,5,5,0,1,0,Leo,Ragdoll
CAT_01023,Female,3,3,6,7,3,2,7,7,3,2,1,0,0,Astrid,Siamese
CAT_01024,Male,3,3,5,6,4,6,4,4,6,4,0,1,0,Jasper,American Bobtail
CAT_01025,Male,4,5,4,4,4,7,6,4,5,3,0,1,0,Riot,Abyssinian
CAT_01026,Male,4,4,5,6,5,6,4,5,5,2,0,1,0,Orion,Norwegian Forest Cat
CAT_01027,Female,3,4,4,5,3,4,5,5,4,3,1,0,0,Piper,Domestic Shorthair
CAT_01028,Male,4,6,7,6,4,7,4,4,4,6,0,1,0,Blaze,Bengal
CAT_01029,Male,4,3,6,4,3,5,4,3,3,2,0,1,0,Finn,Maine Coon
CAT_01030,Male,4,3,4,4,1,6,6,4,6,1,0,1,0,Thane,Russian Blue
CAT_01031,Male,3,5,5,4,4,5,6,4,5,4,0,1,0,Rocket,Abyssinian
CAT_01032,Female,2,5,5,6,4,5,6,6,5,4,1,0,0,Luna,Balinese
CAT_01033,Female,4,4,5,5,3,5,5,4,4,2,1,0,0,Whiskers,British Shorthair
CAT_01034,Male,4,5,6,5,6,6,4,4,4,2,0,1,0,Jasper,Bengal
CAT_01035,Male,2,5,6,3,1,5,4,2,4,7,0,1,0,Baron,Russian Blue
CAT_01036,Male,4,4,6,4,3,6,6,4,4,5,0,1,0,Thane,Norwegian Forest Cat
CAT_01037,Female,6,7,4,4,1,1,4,1,4,5,1,0,0,Blaze,Egyptian Mau
CAT_01038,Male,4,4,2,6,4,6,6,6,3,3,0,1,0,Simba,American Bobtail
CAT_01039,Male,2,4,7,4,1,7,4,4,4,7,0,1,0,Apollo,Savannah
CAT_01040,Female,3,5,3,4,1,6,2,4,7,7,1,0,0,Onyx,Ocicat
CAT_01041,Female,4,4,7,5,4,7,4,4,4,2,1,0,0,Luna,Oriental Shorthair
CAT_01042,Male,3,5,5,4,2,3,5,4,6,5,0,1,0,Jasper,American Bobtail
CAT_01043,Female,2,5,6,6,6,6,6,6,4,2,1,0,0,Dakota,Ragdoll
CAT_01044,Female,5,5,5,4,4,6,5,3,6,4,1,0,0,Onyx,Abyssinian
CAT_01045,Female,4,3,5,2,3,7,4,3,5,4,1,0,0,Sassy,British Longhair
CAT_01046,Female,2,5,6,5,7,7,5,4,4,4,1,0,0,Lola,Maine Coon
CAT_01047,Female,2,4,4,4,1,2,6,6,6,2,1,0,0,Zelda,Siamese
CAT_01048,Female,2,6,6,5,1,6,6,5,4,7,1,0,0,Astrid,Savannah
CAT_01049,Male,2,4,6,5,3,1,6,4,4,1,0,1,0,Gatsby,Russian Blue
CAT_01050,Male,5,4,5,4,4,2,4,2,5,5,0,1,0,Thane,British Shorthair
CAT_01051,Male,2,4,7,7,6,6,6,6,6,3,0,1,0,Baxter,Abyssinian
CAT_01052,Male,3,5,6,6,5,6,5,4,4,3,0,1,0,Jasper,British Shorthair
CAT_01053,Male,3,5,7,5,7,7,7,6,4,4,0,1,0,Finn,Siamese
CAT_01054,Male,1,5,7,7,7,2,7,7,4,1,0,1,0,Oliver,Ragdoll
CAT_01055,Female,5,4,6,3,2,2,5,4,5,4,1,0,0,Sable,Siberian
CAT_01056,Male,3,5,5,4,3,5,3,2,5,5,0,1,0,Rocky,American Bobtail
CAT_01057,Male,6,2,2,4,5,2,3,4,4,1,0,1,0,Miko,Devon Rex
CAT_01058,Female,3,4,6,4,4,2,5,5,4,3,1,0,0,Luna,Korat
CAT_01059,Female,6,3,4,4,1,6,3,3,3,1,1,0,0,Onyx,Norwegian Forest Cat
CAT_01060,Female,4,4,6,6,4,5,6,6,4,3,1,0,0,Willow,Maine Coon
CAT_01061,Male,2,2,6,6,4,5,4,4,2,1,0,1,0,Bruno,British Shorthair
CAT_01062,Female,1,5,7,7,1,5,7,7,4,1,1,0,0,Luna,Siamese
CAT_01063,Male,4,4,4,3,3,3,4,4,4,5,0,1,0,Jasper,American Bobtail
CAT_01064,Male,2,6,7,6,4,6,7,6,4,2,0,1,0,Rocky,Abyssinian
CAT_01065,Female,1,5,7,6,4,4,4,4,7,3,1,0,0,Dakota,Burmese
CAT_01066,Male,4,4,6,6,4,5,3,4,5,3,0,1,0,Thane,Russian Blue
CAT_01067,Female,4,4,6,5,5,5,4,4,6,5,1,0,0,Onyx,Norwegian Forest Cat
CAT_01068,Female,4,4,7,3,3,7,6,4,6,4,1,0,0,Raven,Egyptian Mau
CAT_01069,Female,3,4,6,6,4,6,6,6,5,2,1,0,0,Willow,Siberian
CAT_01070,Female,5,4,4,4,1,1,3,3,4,6,1,0,0,Griselda,Sphynx
CAT_01071,Male,4,5,5,3,2,7,4,2,4,6,0,1,0,Riot,Abyssinian
CAT_01072,Male,4,5,7,5,4,7,6,4,4,3,0,1,0,Apollo,Balinese
CAT_01073,Female,3,5,6,4,1,6,4,4,6,4,1,0,0,Luna,Somali
CAT_01074,Male,1,6,7,6,6,7,6,6,4,3,0,1,0,Jasper,Ocicat
CAT_01075,Male,3,4,6,6,4,5,4,6,4,4,0,1,0,Finn,Maine Coon
CAT_01076,Female,5,3,6,6,4,7,6,5,4,1,1,0,0,Onyx,British Longhair
CAT_01077,Female,2,5,6,6,4,5,4,6,6,3,1,0,0,Piper,Cymric
CAT_01078,Female,2,4,6,4,3,5,4,2,5,5,1,0,0,Sage,Norwegian Forest Cat
CAT_01079,Male,2,5,6,5,5,7,6,6,5,5,0,1,0,Maverick,Siberian
CAT_01080,Female,6,5,5,4,1,6,4,3,4,2,1,0,0,Raven,Tonkinese
CAT_01081,Male,5,3,5,6,1,6,6,5,6,2,0,1,0,Rufus,Abyssinian
CAT_01082,Male,2,4,7,6,5,3,6,6,4,1,0,1,0,Jasper,British Shorthair
CAT_01083,Male,4,5,7,4,2,2,6,6,4,1,0,1,0,Kaiser,Siamese
CAT_01084,Female,3,4,4,4,2,2,6,6,6,5,1,0,0,Onyx,Russian Blue
CAT_01085,Male,2,3,7,7,7,7,4,4,7,1,0,1,0,Sunny,Maine Coon
CAT_01086,Female,2,5,5,4,2,7,4,4,4,5,1,0,0,Luna,Norwegian Forest Cat
CAT_01087,Female,2,5,7,6,5,5,3,4,4,4,1,0,0,Willow,Bengal
CAT_01088,Male,6,7,4,4,5,7,6,4,4,2,0,1,0,Nitro,Abyssinian
CAT_01089,Male,2,5,7,6,6,4,4,4,4,2,0,1,0,Hunter,Burmese
CAT_01090,Female,4,6,6,4,4,7,4,4,4,3,1,0,0,Cleo,Ocicat
CAT_01091,Male,1,5,7,6,4,7,4,6,3,4,0,1,0,Blaze,Abyssinian
CAT_01092,Female,4,3,6,5,1,6,4,4,4,4,1,0,0,Luna,British Longhair
CAT_01093,Female,1,4,6,6,4,1,6,6,4,1,1,0,0,Mochi,Maine Coon
CAT_01094,Female,4,5,6,4,4,5,6,5,4,2,1,0,0,Whiskey,Ocicat
CAT_01095,Female,4,3,4,3,3,7,4,3,5,5,1,0,0,Onyx,Singapura
CAT_01096,Female,2,7,6,6,3,3,5,5,5,5,1,0,0,Zephyr,Abyssinian
CAT_01097,Female,4,5,3,5,6,5,6,4,6,3,1,0,0,Kaida,Norwegian Forest Cat
CAT_01098,Female,5,5,5,5,5,3,4,4,4,4,1,0,0,Pixie,Russian Blue
CAT_01099,Female,5,5,4,4,3,5,6,5,5,4,1,0,0,Raven,Devon Rex
CAT_01100,Male,4,4,7,4,2,5,4,4,4,6,0,1,0,Orion,British Shorthair
CAT_01101,Female,1,4,5,6,4,6,5,6,6,2,1,0,0,Luna,British Shorthair
CAT_01102,Female,4,4,4,3,2,5,6,5,6,2,1,0,0,Onyx,Russian Blue
CAT_01103,Female,4,5,6,5,2,7,7,5,4,3,1,0,0,Zara,Abyssinian
CAT_01104,Male,3,3,6,5,3,5,5,5,4,3,0,1,0,Jasper,British Longhair
CAT_01105,Female,2,5,7,5,2,7,4,4,4,4,1,0,0,Willow,Ragdoll
CAT_01106,Female,2,4,5,6,2,7,7,6,5,4,1,0,0,Nova,Maine Coon
CAT_01107,Female,4,5,6,4,4,6,4,2,4,3,1,0,0,Lola,Siamese
CAT_01108,Female,2,6,6,6,4,6,5,6,5,3,1,0,0,Akira,Balinese
CAT_01109,Male,3,2,7,6,7,7,7,6,6,2,0,1,0,Finn,Persian
CAT_01110,Male,1,6,6,2,1,3,4,2,4,6,0,1,0,Thane,Norwegian Forest Cat
CAT_01111,Male,7,5,2,6,1,6,1,4,4,3,0,1,0,Bruiser,Abyssinian
CAT_01112,Male,2,4,6,6,3,2,6,6,4,4,0,1,0,Marshal,British Shorthair
CAT_01113,Male,2,5,5,5,5,6,6,5,6,2,0,1,0,Ranger,American Bobtail
CAT_01114,Female,2,5,6,5,5,6,7,6,6,3,1,0,0,Nova,Siamese
CAT_01115,Female,2,4,6,4,5,4,2,2,3,3,1,0,0,Luna,Korat
CAT_01116,Male,4,5,5,4,3,7,2,2,4,5,0,1,0,Thane,Maine Coon
CAT_01117,Male,2,3,7,7,2,1,6,7,2,1,0,1,0,Caspian,Ocicat
CAT_01118,Male,2,4,5,2,3,7,5,4,6,3,0,1,0,Kai,Ragdoll
CAT_01119,Male,5,4,1,1,4,1,2,2,2,5,0,1,0,Scorch,Sphynx
CAT_01120,Female,5,5,3,4,4,7,6,4,4,3,1,0,0,Onyx,Norwegian Forest Cat
CAT_01121,Female,1,6,7,6,7,7,6,6,4,1,1,0,0,Luna,Abyssinian
CAT_01122,Male,2,5,6,4,4,5,5,4,4,4,0,1,0,Jasper,Korat
CAT_01123,Female,3,6,7,4,1,6,6,4,7,7,1,0,0,Onyx,Sphynx
CAT_01124,Female,4,5,6,4,3,7,5,4,4,5,1,0,0,Whiskers,Oriental Shorthair
CAT_01125,Male,6,4,2,4,1,6,4,2,4,1,0,1,0,Binx,Russian Blue
CAT_01126,Male,5,5,5,3,2,6,6,4,4,3,0,1,0,Gizmo,Siamese
CAT_01127,Male,5,5,6,6,3,6,3,4,4,3,0,1,0,Rocky,Maine Coon
CAT_01128,Female,4,4,4,4,3,5,4,4,5,3,1,0,0,Mochi,British Shorthair
CAT_01129,Male,2,4,6,4,4,5,4,5,4,3,0,1,0,Finn,Ocicat
CAT_01130,Male,2,6,7,6,1,5,4,4,4,7,0,1,0,Apollo,Bengal
CAT_01131,Female,2,3,6,6,2,7,5,4,4,2,1,0,0,Luna,Abyssinian
CAT_01132,Male,1,6,7,4,4,2,6,6,4,4,0,1,0,Jasper,Bengal
CAT_01133,Female,6,5,6,2,3,5,4,2,4,4,1,0,0,Onyx,Siamese
CAT_01134,Female,4,4,4,3,1,1,4,3,4,5,1,0,0,Midge,British Shorthair
CAT_01135,Female,6,5,7,4,6,7,6,4,3,2,1,0,0,Sapphire,Burmese
CAT_01136,Male,2,5,7,6,6,7,6,6,4,2,0,1,0,Finn,Maine Coon
CAT_01137,Male,1,3,6,6,2,2,3,4,4,5,0,1,0,Gatsby,Abyssinian
CAT_01138,Male,2,6,6,3,6,7,4,4,4,2,0,1,0,Riot,Ocicat
CAT_01139,Male,4,5,5,5,4,7,4,4,4,5,0,1,0,Thane,Norwegian Forest Cat
CAT_01140,Male,3,6,6,4,4,7,4,4,6,5,0,1,0,Maverick,Siberian
CAT_01141,Male,4,4,5,6,5,5,4,5,5,3,0,1,0,Bruno,British Shorthair
CAT_01142,Male,2,4,6,5,5,7,5,4,4,5,0,1,0,Maximus,Abyssinian
CAT_01143,Male,4,5,6,6,3,5,5,5,6,4,0,1,0,Blaze,Ocicat
CAT_01144,Female,1,5,7,6,6,4,6,6,4,4,1,0,0,Luna,Ragdoll
CAT_01145,Male,4,6,6,6,4,7,2,4,4,3,0,1,0,Jasper,Savannah
CAT_01146,Female,2,5,7,7,4,7,7,7,4,1,1,0,0,Aurora,Sphynx
CAT_01147,Female,7,5,2,2,1,5,6,4,6,7,1,0,0,Onyx,Nebelung
CAT_01148,Female,4,2,4,5,1,6,1,3,4,1,1,0,0,Mabel,Cymric
CAT_01149,Female,3,5,7,5,6,7,5,3,4,2,1,0,0,Willow,Norwegian Forest Cat
CAT_01150,Female,4,6,7,4,4,2,6,4,3,2,1,0,0,Freya,Siberian
CAT_01151,Female,2,5,7,2,5,7,4,2,7,5,1,0,0,Luna,Oriental Shorthair
CAT_01152,Female,5,5,4,4,2,5,5,4,4,3,1,0,0,Akira,Balinese
CAT_01153,Male,2,5,6,6,6,3,6,6,4,4,0,1,0,Jasper,Maine Coon
CAT_01154,Male,2,4,6,6,4,5,6,6,4,3,0,1,0,Finn,British Shorthair
CAT_01155,Male,4,4,6,6,7,2,6,6,4,3,0,1,0,Orion,Ragdoll
CAT_01156,Female,4,5,4,3,2,7,4,4,5,4,1,0,0,Sassy,Siamese
CAT_01157,Female,1,3,7,6,4,7,3,5,6,1,1,0,0,Whiskers,Persian
CAT_01158,Female,4,5,5,4,5,2,4,4,6,3,1,0,0,Cleo,Norwegian Forest Cat
CAT_01159,Male,2,3,6,4,1,7,4,6,4,7,0,1,0,Maverick,American Bobtail
CAT_01160,Male,2,3,6,6,3,3,3,4,2,2,0,1,0,Miko,Siberian
CAT_01161,Female,4,4,7,4,2,7,6,4,5,4,1,0,0,Luna,Oriental Shorthair
CAT_01162,Female,3,6,6,6,1,4,2,3,4,4,1,0,0,Whiskers,Korat
CAT_01163,Male,6,5,2,5,5,5,6,4,4,2,0,1,0,Brutus,British Shorthair
CAT_01164,Female,2,4,7,4,3,6,6,6,4,2,1,0,0,Cleo,Ragdoll
CAT_01165,Male,4,5,6,4,3,5,4,4,4,6,0,1,0,Maverick,Maine Coon
CAT_01166,Female,2,5,6,6,4,4,6,6,4,4,1,0,0,Gracie,Birman
CAT_01167,Female,1,5,6,6,4,4,6,6,6,1,1,0,0,Serenity,Siamese
